"(1, 10)","(1, 10)","[(1, 10)]"
"(1, 10)","(3, 21)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (13, 20), (12, 20), (11, 20), (10, 20), (9, 20), (8, 20), (7, 20), (6, 20), (5, 20), (4, 20), (3, 21)]"
"(1, 10)","(3, 23)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (13, 20), (12, 20), (11, 20), (10, 20), (9, 20), (8, 20), (7, 20), (6, 20), (5, 20), (4, 21), (3, 22), (3, 23)]"
"(1, 10)","(3, 24)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (13, 20), (12, 20), (11, 20), (10, 20), (9, 20), (8, 20), (7, 20), (6, 20), (5, 20), (4, 21), (3, 22), (3, 23), (3, 24)]"
"(1, 10)","(4, 10)","[(2, 10), (3, 9), (4, 10)]"
"(1, 10)","(4, 12)","[(1, 11), (2, 12), (3, 13), (4, 12)]"
"(1, 10)","(4, 19)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (13, 20), (12, 20), (11, 20), (10, 20), (9, 20), (8, 20), (7, 20), (6, 20), (5, 20), (4, 19)]"
"(1, 10)","(4, 26)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (13, 22), (12, 23), (11, 24), (10, 25), (9, 26), (8, 26), (7, 26), (6, 26), (5, 26), (4, 26)]"
"(1, 10)","(4, 30)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (14, 23), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (14, 29), (13, 29), (12, 29), (11, 29), (10, 29), (9, 30), (8, 30), (7, 31), (6, 32), (5, 31), (4, 30)]"
"(1, 10)","(4, 40)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (14, 23), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (14, 29), (13, 29), (12, 29), (11, 30), (10, 31), (9, 32), (8, 33), (7, 34), (6, 35), (5, 36), (4, 37), (3, 38), (3, 39), (4, 40)]"
"(1, 10)","(5, 36)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (14, 23), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (14, 29), (13, 29), (12, 29), (11, 30), (10, 31), (9, 32), (8, 33), (7, 34), (6, 35), (5, 36)]"
"(1, 10)","(6, 8)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 8)]"
"(1, 10)","(6, 19)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (13, 20), (12, 20), (11, 20), (10, 20), (9, 20), (8, 20), (7, 20), (6, 19)]"
"(1, 10)","(6, 26)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (13, 22), (12, 23), (11, 24), (10, 25), (9, 26), (8, 26), (7, 26), (6, 26)]"
"(1, 10)","(7, 6)","[(2, 10), (3, 9), (4, 9), (5, 8), (6, 7), (7, 6)]"
"(1, 10)","(7, 19)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (13, 20), (12, 20), (11, 20), (10, 20), (9, 20), (8, 20), (7, 19)]"
"(1, 10)","(7, 26)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (13, 22), (12, 23), (11, 24), (10, 25), (9, 26), (8, 26), (7, 26)]"
"(1, 10)","(8, 9)","[(1, 10)]"
"(1, 10)","(8, 19)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (13, 20), (12, 20), (11, 20), (10, 20), (9, 20), (8, 19)]"
"(1, 10)","(8, 30)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (14, 23), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (14, 29), (13, 29), (12, 29), (11, 29), (10, 29), (9, 30), (8, 30)]"
"(1, 10)","(8, 37)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (14, 23), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (14, 29), (14, 30), (14, 31), (13, 32), (12, 33), (11, 34), (10, 35), (9, 36), (8, 37)]"
"(1, 10)","(8, 40)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (14, 23), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (14, 29), (14, 30), (14, 31), (14, 32), (13, 33), (12, 34), (11, 35), (10, 36), (9, 37), (8, 38), (8, 39), (8, 40)]"
"(1, 10)","(9, 7)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 8), (7, 7), (8, 7), (9, 7)]"
"(1, 10)","(9, 26)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (13, 22), (12, 23), (11, 24), (10, 25), (9, 26)]"
"(1, 10)","(10, 21)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (13, 20), (12, 20), (11, 20), (10, 21)]"
"(1, 10)","(10, 23)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (13, 20), (12, 21), (11, 22), (10, 23)]"
"(1, 10)","(10, 24)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (13, 21), (12, 22), (11, 23), (10, 24)]"
"(1, 10)","(11, 8)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (13, 13), (13, 12), (13, 11), (13, 10), (12, 9), (11, 8)]"
"(1, 10)","(12, 6)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (13, 13), (13, 12), (13, 11), (13, 10), (12, 9), (11, 8), (11, 7), (12, 6)]"
"(1, 10)","(13, 9)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (13, 13), (13, 12), (13, 11), (13, 10), (13, 9)]"
"(1, 10)","(13, 39)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (14, 23), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (14, 29), (14, 30), (14, 31), (14, 32), (14, 33), (14, 34), (14, 35), (13, 36), (12, 37), (12, 38), (13, 39)]"
"(1, 10)","(14, 7)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (13, 13), (13, 12), (13, 11), (13, 10), (13, 9), (14, 8), (14, 7)]"
"(1, 10)","(14, 36)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (14, 23), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (14, 29), (14, 30), (14, 31), (14, 32), (14, 33), (14, 34), (14, 35), (14, 36)]"
"(1, 10)","(16, 10)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (13, 13), (14, 12), (15, 11), (16, 10)]"
"(1, 10)","(16, 11)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (14, 13), (15, 12), (16, 11)]"
"(1, 10)","(16, 40)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (14, 23), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (14, 29), (14, 30), (14, 31), (14, 32), (14, 33), (15, 34), (16, 35), (17, 36), (18, 37), (19, 38), (18, 39), (17, 39), (16, 40)]"
"(1, 10)","(17, 37)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (14, 23), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (14, 29), (14, 30), (14, 31), (14, 32), (14, 33), (15, 34), (16, 35), (17, 36), (17, 37)]"
"(1, 10)","(19, 11)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (15, 14), (15, 13), (16, 12), (17, 11), (18, 10), (19, 11)]"
"(1, 10)","(23, 9)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (15, 14), (16, 14), (17, 14), (18, 14), (19, 14), (20, 14), (21, 14), (21, 13), (21, 12), (21, 11), (22, 10), (23, 9)]"
"(1, 10)","(23, 13)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (15, 14), (16, 14), (17, 14), (18, 14), (19, 14), (20, 14), (21, 14), (22, 14), (23, 13)]"
"(1, 10)","(23, 30)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (15, 22), (16, 23), (17, 24), (18, 25), (18, 26), (19, 26), (20, 27), (21, 28), (22, 29), (23, 30)]"
"(1, 10)","(23, 39)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (14, 23), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (14, 29), (14, 30), (15, 31), (16, 32), (17, 33), (18, 34), (19, 35), (20, 36), (21, 37), (22, 38), (23, 39)]"
"(1, 10)","(24, 27)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (15, 22), (16, 23), (17, 24), (18, 25), (18, 26), (19, 26), (20, 26), (21, 26), (22, 26), (23, 26), (24, 27)]"
"(1, 10)","(24, 36)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (14, 23), (14, 24), (14, 25), (14, 26), (15, 27), (16, 28), (17, 29), (18, 30), (19, 31), (20, 32), (21, 33), (22, 34), (23, 35), (24, 36)]"
"(1, 10)","(26, 31)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (15, 22), (16, 23), (17, 24), (18, 25), (18, 26), (19, 26), (20, 26), (21, 26), (22, 27), (23, 28), (24, 29), (25, 30), (26, 31)]"
"(1, 10)","(26, 40)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (15, 23), (16, 24), (17, 25), (17, 26), (18, 27), (19, 28), (20, 29), (21, 30), (22, 31), (23, 32), (24, 33), (25, 34), (26, 35), (27, 36), (27, 37), (28, 38), (27, 39), (26, 40)]"
"(1, 10)","(27, 9)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (15, 14), (16, 14), (17, 14), (18, 14), (19, 14), (20, 14), (21, 14), (21, 13), (22, 12), (23, 11), (24, 10), (25, 9), (26, 9), (27, 9)]"
"(1, 10)","(27, 13)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (15, 14), (16, 14), (17, 14), (18, 14), (19, 14), (20, 14), (21, 14), (22, 14), (23, 14), (24, 14), (25, 13), (26, 12), (27, 13)]"
"(1, 10)","(27, 28)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (15, 22), (16, 23), (17, 24), (18, 25), (18, 26), (19, 26), (20, 26), (21, 26), (22, 26), (23, 26), (24, 26), (25, 26), (26, 26), (27, 27), (27, 28)]"
"(1, 10)","(27, 37)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (15, 23), (16, 24), (17, 25), (17, 26), (18, 27), (19, 28), (20, 29), (21, 30), (22, 31), (23, 32), (24, 33), (25, 34), (26, 35), (27, 36), (27, 37)]"
"(1, 10)","(32, 8)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (15, 15), (16, 16), (16, 17), (17, 18), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (24, 19), (25, 19), (26, 19), (27, 19), (28, 19), (29, 19), (30, 19), (31, 19), (32, 19), (33, 19), (34, 19), (35, 19), (36, 19), (37, 19), (38, 19), (39, 19), (40, 19), (41, 19), (41, 18), (41, 17), (41, 16), (40, 16), (39, 16), (38, 16), (37, 15), (36, 14), (35, 13), (34, 12), (33, 11), (32, 10), (32, 9), (32, 8)]"
"(1, 10)","(32, 15)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (15, 15), (16, 16), (16, 17), (17, 18), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (24, 19), (25, 19), (26, 19), (27, 19), (28, 19), (29, 19), (30, 19), (31, 19), (32, 19), (33, 19), (34, 19), (35, 19), (36, 19), (37, 19), (38, 19), (39, 19), (40, 19), (41, 19), (41, 18), (41, 17), (41, 16), (40, 16), (39, 16), (38, 16), (37, 16), (36, 16), (35, 16), (34, 16), (33, 16), (32, 15)]"
"(1, 10)","(33, 30)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (15, 15), (16, 16), (16, 17), (17, 18), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (24, 19), (25, 19), (26, 19), (27, 19), (28, 19), (29, 19), (30, 19), (31, 19), (32, 19), (33, 19), (34, 19), (35, 19), (36, 19), (37, 19), (38, 20), (39, 21), (40, 22), (41, 23), (41, 24), (41, 25), (41, 26), (40, 26), (39, 26), (38, 26), (37, 27), (36, 28), (35, 29), (34, 29), (33, 30)]"
"(1, 10)","(33, 38)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (15, 15), (16, 16), (16, 17), (17, 18), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (24, 19), (25, 19), (26, 19), (27, 19), (28, 19), (29, 19), (30, 19), (31, 19), (32, 19), (33, 19), (34, 19), (35, 19), (36, 19), (37, 19), (38, 20), (39, 21), (40, 22), (41, 23), (41, 24), (41, 25), (41, 26), (41, 27), (41, 28), (40, 29), (39, 30), (38, 31), (37, 32), (36, 33), (35, 34), (34, 35), (33, 36), (32, 37), (33, 38)]"
"(1, 10)","(34, 27)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (15, 15), (16, 16), (16, 17), (17, 18), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (24, 19), (25, 19), (26, 19), (27, 19), (28, 19), (29, 19), (30, 19), (31, 19), (32, 19), (33, 19), (34, 19), (35, 19), (36, 19), (37, 19), (38, 20), (39, 21), (40, 22), (41, 23), (41, 24), (41, 25), (41, 26), (40, 26), (39, 26), (38, 26), (37, 26), (36, 26), (35, 26), (34, 27)]"
"(1, 10)","(34, 35)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (15, 15), (16, 16), (16, 17), (17, 18), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (24, 19), (25, 19), (26, 19), (27, 19), (28, 19), (29, 19), (30, 19), (31, 19), (32, 19), (33, 19), (34, 19), (35, 19), (36, 19), (37, 19), (38, 20), (39, 21), (40, 22), (41, 23), (41, 24), (41, 25), (41, 26), (41, 27), (41, 28), (40, 29), (39, 30), (38, 31), (37, 32), (36, 33), (35, 34), (34, 35)]"
"(1, 10)","(35, 8)","[(2, 10), (3, 9), (4, 9), (5, 9), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (15, 15), (16, 16), (16, 17), (17, 18), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (24, 19), (25, 19), (26, 19), (27, 19), (28, 19), (29, 19), (30, 19), (31, 19), (32, 19), (33, 19), (34, 19), (35, 19), (36, 19), (37, 19), (38, 19), (39, 19), (40, 19), (41, 19), (41, 18), (41, 17), (41, 16), (40, 16), (40, 15), (40, 14), (40, 13), (39, 12), (38, 11), (37, 10), (36, 9), (35, 8)]"
